 Queen - Friends Will Be Friends

Metadata:
original music: Queen - Friends Will Be Friends
original topic: feelings
original energy: 0.80
the melody  starts here:
0.000	0.27	N
0.27	1.13	G:min
1.13	2.52	D:min
2.52	3.32	G:min
3.32	4.14	B:min
4.14	5.49	E:min
5.49	6.74	G:7
6.74	7.46	C
7.46	8.11	F
8.11	8.82	C
8.82	9.47	F
9.47	10.05	C
10.05	11.49	G
11.49	13.32	D/3
13.32	14.91	E:min
14.91	15.72	B:min
15.72	16.49	G
16.49	18.135	C
18.135	19.732	A:min7
19.732	22.940	D
22.940	24.528	G
24.528	26.141	B
26.141	27.713	E:min
27.713	29.304	G:7
29.304	32.493	A:min
32.493	35.724	D
35.724	37.317	C
37.317	38.933	A/3
38.933	40.519	G
40.519	42.098	E:min
42.098	43.712	D
43.712	45.314	B/5
45.314	46.909	E:min
46.909	48.525	D#:aug
48.525	50.125	G/5
50.125	51.717	A/3
51.717	54.869	C:maj6
54.869	58.093	D
58.093	59.685	G
59.685	61.324	B:7
61.324	62.901	E:min
62.901	64.533	G:7
64.533	66.107	A:min
66.107	68.024	D
68.024	70.141	C
70.141	71.672	A/3
70.612	72.053	G
72.053	74.053	E:min
74.053	74.877	D
74.877	75.720
