 Queen - Friends Will Be Friends

Metadata:
original music: Queen - Friends Will Be Friends
original topic: feelings
original energy: 0.80
the melody  starts here:
0.000	0.27	N
0.27	1.rib	G
1.rib	2.6	N
2.6	3.33	G
3.33	4.87	B:min
4.87	5.49	E:min
5.49	6.41	G:7
6.41	7.27	C
7.27	8.11	F
8.11	9.49	C
9.49	10.32	G
10.32	11.58	D/3
11.58	12.24	E:min
12.24	13.16	B:min
13.16	14.06	G
14.06	15.32	C
15.32	16.49	A:min7
16.49	22.940	D
22.940	24.530	G
24.530	26.141	B
26.141	27.713	E:min
27.713	29.304	G:7
29.304	32.493	A:min
32.493	35.724	D
35.724	37.317	C
37.317	38.933	A/3
38.933	40.519	G
40.519	42.098	E:min
42.098	43.712	D
43.712	45.314	B/5
45.314	46.909	E:min
46.909	48.525	D#:aug
48.525	50.125	G/5
50.125	51.717	A/3
51.717	54.869	C:maj6
54.869	58.093	D
58.093	59.685	G
59.685	61.324	B:7
61.324	62.901	E:min
62.901	64.533	G:7
64.533	66.107	A:min
66.107	68.024	D
68.024	70.141	C
70.141	71.672	A/3
70.672	72.053	G
72.053	74.053	E:min
74.053	74.877	D
74.877	75.720	B/5
75.720	77.293	E:min
77.293	78.525	D
