0.000	0.000	N
0.000	0.100	G
0.100	2.000	F:min
2.000	3.000	B:7
3.000	5.000	E:min
5.000	6.000	C
6.000	8.000	F:min
8.000	10.000	C
10.000	12.000	G
12.000	14.000	D
14.000	16.000	G
16.000	18.000	D:aug
18.000	20.000	G
20.000	22.000	D
22.000	24.000	G
24.000	26.000	B:min
26.000	28.000	E:min
28.000	30.000	G
30.000	32.000	D:aug
32.000	34.000	G
34.000	36.000	D:aug
36.000	38.000	G/5
38.000	40.000	D
40.000	42.000	G
42.000	44.000	D
44.000	46.000	D#:aug
46.000	48.000	G/5
48.000	50.000	G
50.000	52.000	G
52.000	54.000	C:maj6
54.000	56.000	G
56.000	58.000	G/5
58.000	59.000	G
59.000	61.000	B:7
61.000	62.000	E:min
62.000	64.000	G
64.000	66.000	C
66.000	67.000	A:min
67.000	68.000	F
68.000	69.000	C
69.000	70.000	G
70.000	72.000	D/3
72.000	74.000	E:min
74.000	76.000	G
76.000	78.000	C
78.000	80.000	G/5
80.000	82.000	D
82.000	84.000	E:min
84.000	86.000	D
86.000	88.000	G
88.000	90.000	A:min
90.000	92.000	D
92.000	94.000	C
94.000	96.000	G
96.000	98.000	A/3
