original music: Queen - Kind Of Magic.txt
0.000	1.143	N
1.143	12.275	A
12.275	15.886	A
15.886	19.540	B:9
19.540	23.220	D:maj7
23.220	26.922	A
26.922	30.616	A
30.616	34.307	B:9
34.307	37.988	D:maj7
37.988	41.680	A
41.680	45.360	A
45.360	49.081	B:9
49.081	52.762	D:maj7
52.762	56.448	A
56.448	60.140	F#:min7
60.140	63.814	D
63.814	67.506	F#:min7
67.506	71.210	E
71.210	74.879	D:maj6
74.879	78.565	A
78.565	82.262	D
82.262	85.949	A
85.949	87.795	E
87.795	89.641	G
89.641	93.321	D
93.321	97.025	E
97.025	100.711	A
100.711	104.385	B:9
104.385	108.066	D:maj7
108.066	111.740	A
111.740	115.433	A
115.433	119.118	B:9
119.118	122.780	D:maj7
122.780	126.506	A
126.506	130.180	D
130.180	133.886	A
133.886	137.555	D
137.555	141.245	A
141.245	144.939	D
144.939	148.631	A
148.631	152.302	D
152.302	155.976	A
155.976	157.804	E
157.804	159.682	G
159.682	163.381	D
163.381	165.227	E:9(11)
165.227	167.079	E
167.079	170.765	D
170.765	174.452	A
174.452	178.143	D
178.143	181.841	A
181.841	183.670	E
183.670	185.510	G
185.510	189.208	D
189.208	191.031	E:9(11)
191.031	192.882	E:7
192.882	196.576	D
196.576	200.261	A
200.261	203.943	D
203.943	209.510	A
209.510	213.192	D
213.192	216.890	A
216.890	220.561	D
220.561	224.247	A
224.247	227.943	D
227.943	231.624	A
231.624	235.306	D
235.306	239.004	A
239.004	242.694	D
242.694	246.376	A
246.376	250.057	D
250.057	253.747	A
253.747	257.366	D
257.366	261.342	A
261.342	262.507	N

relative music: Queen - Little Thing Called Love.txt
0.000	0.273	N
0.273	9.535	D:maj
9.535	11.102	G:maj
11.102	11.820	C:maj
11.820	12.702	G:maj
12.702	15.808	D:maj
15.808	17.361	G:maj
17.361	18.156	C:maj
18.156	18.906	G:maj
18.906	20.457	D:maj
20.457	21.224	Bb:maj
21.224	21.976	C:maj
21.976	23.853	D:maj
23.853	25.038	N
25.038	28.213	D:maj
28.213	29.739	G:maj
29.739	30.559	C:maj
30.559	31.355	G:maj
31.355	34.429	D:maj
34.429	36.032	G:maj
36.032	36.883	C:maj
36.883	37.645	G:maj
37.645	39.200	D:maj
39.200	39.962	Bb:maj
39.962	40.739	C:maj
40.739	42.365	D:maj
42.365	43.868	N
43.868	47.009	G:maj
47.009	48.605	C:maj
48.605	50.138	G:maj
50.138	53.301	Bb:maj
53.301	54.097	E:maj
54.097	54.875	A:maj
54.875	55.287	F:maj
55.287	59.331	N
59.331	60.898	E:maj
60.898	62.404	A:maj
62.404	65.538	D:maj
65.538	67.056	G:maj
67.056	67.892	C:maj
67.892	68.656	G:maj
68.656	71.793	D:maj
71.793	73.372	G:maj
73.372	74.115	C:maj
74.115	74.931	G:maj
74.931	76.437	D:maj
76.437	77.227	Bb:maj
77.227	78.019	C:maj
78.019	79.595	D:maj
79.595	81.143	N
81.143	84.259	Bb:maj
84.259	87.412	D:maj
87.412	90.523	Bb:maj
90.523	91.289	E:maj
91.289	92.088	A:maj
92.088	92.870	F:maj
92.870	96.612	N
96.612	98.191	E:maj
98.191	98.594	A:maj
98.594	118.468	N
118.468	121.580	D:maj
121.580	123.135	G:maj
123.135	123.877	C:maj
123.877	124.604	G:maj
124.604	127.871	D:maj
127.871	129.403	G:maj
129.403	130.193	C:maj
130.193	130.982	G:maj
130.982	132.545	D:maj
132.545	133.346	Bb:maj
133.346	134.049	C:maj
134.049	135.634	D:maj
135.634	136.484	Bb:maj
136.484	137.274	C:maj
137.274	138.844	D:maj
138.844	139.596	Bb:maj
139.596	140.432	C:maj
140.432	142.011	D:maj
142.011	142.800	Bb:maj
142.800	143.543	C:maj
143.543	145.169	D:maj
145.169	145.912	Bb:maj
145.912	146.747	C:maj
146.747	148.326	D:maj
148.326	149.069	Bb:maj
149.069	149.859	C:maj
149.859	151.365	D:maj
151.365	152.227	Bb:maj
152.227	152.970	C:maj
152.970	154.503	D:maj
154.503	155.292	Bb:maj
155.292	156.128	C:maj
156.128	157.661	D:maj
157.661	158.450	Bb:maj
158.450	159.286	C:maj
159.286	160.819	D:maj
160.819	161.608	Bb:maj
161.608	162.398	C:maj
162.398	163.666	D:maj
163.666	163.827	N
--------
