original music: Queen - Me.txt
0.000	0.710	N
0.710	2.114	G:maj
2.114	3.622	D/3
3.622	5.146	E:min7
5.146	6.595	G:maj
6.595	8.033	C:maj
8.033	9.474	G/3
9.474	12.446	A:min
12.446	13.822	C:maj
13.822	15.014	D:maj
15.014	16.277	G:maj
16.277	18.235	C:maj
18.235	20.852	G:maj
20.852	24.195	D:maj
24.195	26.424	A:min
26.424	27.144	G:maj
27.144	30.116	C:maj
30.116	31.672	A:min
31.672	32.356	C:maj
32.356	33.079	G:maj
33.079	36.061	D:maj
36.061	37.551	C:maj
37.551	39.093	D:maj
39.093	40.171	G:maj
40.171	41.649	C:maj
41.649	42.351	G/3
42.351	43.498	G:maj
43.498	44.656	C:maj
44.656	47.902	G:maj
47.902	49.404	D:maj
49.404	50.926	A/3
50.926	52.374	B:min7
52.374	55.366	D:maj
55.366	56.816	E:7
56.816	59.037	A:maj
59.037	59.780	G:maj
59.780	61.257	D:maj
61.257	62.778	A/3
62.778	64.294	D/7
64.294	64.972	G/3
64.972	65.706	G:min/b3
65.706	67.223	D:maj
67.223	67.894	C:maj
67.894	68.669	G:maj
68.669	71.624	D:maj
71.624	73.127	G:maj
73.127	74.662	D/3
74.662	76.122	E:min7
76.122	77.551	G:maj
77.551	79.029	C:maj
79.029	80.555	G/3
80.555	83.511	A:min
83.511	84.967	C:maj
84.967	86.363	D:maj
86.363	87.469	G:maj
87.469	89.259	C:maj
89.259	91.918	G:maj
91.918	95.192	D:maj
95.192	97.306	A:min
97.306	98.041	G:maj
98.041	101.058	C:maj
101.058	102.539	A:min
102.539	103.249	C:maj
103.249	103.947	G:maj
103.947	106.898	D:maj
106.898	108.384	C:maj
108.384	109.852	D:maj
109.852	110.963	G:maj
110.963	112.408	C:maj
112.408	113.110	G/3
113.110	114.188	G:maj
114.188	115.241	C:maj
115.241	118.601	G:maj
118.601	120.057	D:maj
120.057	121.558	A/3
121.558	122.996	B:min7
122.996	126.019	D:maj
126.019	127.437	E:7
127.437	129.306	A:maj
129.306	130.367	G:maj
130.367	131.847	D:maj
131.847	133.306	A/3
133.306	134.793	D/b7
134.793	135.535	G/3
135.535	136.257	G:min/b3
136.257	137.722	D:maj
137.722	138.483	C:maj
138.483	139.224	G:maj/3
139.224	145.123	A:min
145.123	146.612	G
146.612	148.092	D/3
