original music: Queen - Are The Champions.txt
0.000	0.259	N
0.259	1.648	N
1.648	3.601	C:min
3.601	5.517	Bb/2
5.517	7.396	C:min
7.396	9.335	Bb/2
9.335	11.244	C:min
11.244	13.144	Bb/2
13.144	15.061	C:min
15.061	17.016	Bb/2
17.016	18.978	Eb
18.978	20.867	Ab/5
20.867	22.841	Eb
22.841	24.727	Ab/5
24.727	25.693	Eb
25.693	26.660	Bb/3
26.660	27.600	C:min
27.600	28.596	F:7
28.596	30.531	Bb
30.531	33.354	Bb:maj(9)
33.354	34.290	C
34.290	36.188	F
36.188	38.139	A:min7
38.139	40.030	D:min7
40.030	40.963	Bb
40.963	41.910	C
41.910	43.842	F
43.842	45.731	A:min7
45.731	46.971	Bb
46.971	47.298	A:min
47.298	47.624	G:min
47.624	49.497	F#:dim
49.497	51.412	G:min
51.412	53.315	C/5
53.315	55.265	Bb:dim
55.265	57.136	E:dim
57.136	59.051	F
59.051	60.971	G:min9
60.971	62.849	Ab:maj6
62.849	64.755	Bb:7
64.755	66.637	C:sus4(b7)
66.637	68.647	F:min
68.647	70.506	Bb/5
70.506	72.423	F:min
72.423	74.253	Bb/5
74.253	76.150	F:min
76.150	78.091	C:sus4(b7)
78.091	80.000	C:min
80.000	81.914	Bb/2
81.914	83.896	C:min
83.896	85.779	Bb/2
85.779	87.681	C:min
87.681	89.612	Bb/2
89.612	91.480	C:min
91.480	93.321	Bb/2
93.321	95.302	Eb
95.302	97.170	Ab/5
97.170	99.033	Eb
99.033	100.937	Ab/5
100.937	101.900	Eb
101.900	102.870	Bb/3
102.870	103.805	C:min
103.805	104.823	F:7
104.823	106.655	Bb
106.655	109.503	Bb:maj(9)
109.503	110.466	C
110.466	112.347	F
112.347	114.254	A:min7
114.254	116.111	D:min7
116.111	117.114	Bb
117.114	118.027	C
118.027	119.943	F
119.943	121.806	A:min7
121.806	123.077	Bb
123.077	123.414	A:min
123.414	123.728	G:min
123.728	125.620	F#:dim
125.620	127.489	G:min
127.489	129.399	C/5
129.399	131.302	Bb:dim
131.302	133.211	E:dim
133.211	135.100	F
135.100	136.975	G:min9
136.975	138.850	Ab:maj6
138.850	140.719	Bb:7
140.719	142.611	C:sus4(b7)
142.611	144.504	F
144.504	146.326	A:min7
146.326	148.197	D:min7
148.197	149.078	Bb
149.078	150.024	C
150.024	151.870	F
151.870	153.710	A:min7
153.710	154.924	Bb
154.924	155.231	A:min
155.231	155.568	G:min
155.568	157.428	F#:dim
157.428	159.359	G:min
159.359	161.176	C/5
161.176	163.062	Bb:dim
163.062	164.915	E:dim
164.915	166.873	F
166.873	168.716	G:min9
168.716	170.580	Ab:maj6
170.580	172.420	Bb:7
172.420	180.227	C:sus4(b7)
180.227	181.400	N

relative music: Queen - Bottomed Girls.txt
0.000	0.245	N
0.245	3.000	D:maj
3.000	4.233	G:sus4
4.233	5.804	G:maj
5.804	8.473	D:maj
8.473	9.967	G:sus4
9.967	11.384	A:maj
11.384	14.184	D:maj
14.184	16.743	G:maj
16.743	18.318	D:maj
18.318	18.837	A:maj
18.837	19.727	A:sus4
19.727	27.771	D:maj
27.771	35.898	D:maj
35.898	38.543	A:maj
38.543	41.282	D:maj
41.282	43.971	G:maj
43.971	45.298	D:maj
45.298	46.678	A:maj
46.678	52.506	D:maj
52.506	54.976	N
54.976	63.135	D:maj
63.135	65.811	A:maj
65.811	68.482	D:maj
68.482	71.150	G:maj
71.150	72.543	D:maj
72.543	73.890	A:maj
73.890	79.220	D:maj
79.220	80.563	C:maj
80.563	81.910	G/3
81.910	84.701	D:maj
84.701	86.025	C:maj
86.025	87.395	A:maj
87.395	90.135	D:maj
90.135	92.875	G:maj
92.875	94.176	D:maj
94.176	95.591	A:maj
95.591	96.923	D:maj
96.923	97.584	G:maj
97.584	98.355	F:maj
98.355	99.669	D:maj
99.669	101.095	A:maj
101.095	103.791	D:maj
103.791	105.294	G:7
105.294	106.647	D:maj
106.647	107.673	A:maj
107.673	109.306	D:maj
109.306	110.706	G:maj
110.706	112.178	D:maj
112.178	112.759	A:maj
112.759	113.153	D:maj
113.153	116.229	G:maj
116.229	124.556	D:maj
124.556	127.327	A:maj
127.327	130.129	D:maj
130.129	132.869	G:maj
132.869	134.192	D:maj
134.192	135.632	A:maj
135.632	136.931	D:maj
136.931	141.080	D:maj
141.080	142.380	C:maj
142.380	143.816	G/3
143.816	146.629	D:maj
146.629	148.023	C:maj
148.023	149.416	A:maj
149.416	152.188	D:maj
152.188	155.012	G:maj
155.012	156.376	D:maj
156.376	157.775	A:maj
157.775	158.739	D:maj
158.739	160.492	G:maj
160.492	161.839	D:maj
161.839	163.208	A:maj
163.208	200.431	D:maj
200.431	204.560	N
--------
