 metadata:
original music: Queen - Don't Stop Me Now
original topic: feelings
original energy: 0.80
the melody starts here:
0.000	0.25	N
0.25	1.000	N
1.000	1.563	F:maj
1.563	2.963	A:min7
2.963	4.000	D:min7
4.000	5.000	G:min7
5.000	6.000	C
6.000	7.000	F:maj
7.000	8.000	F:min
8.000	9.000	G:min
9.000	10.000	C:min
10.000	11.000	F:maj
11.000	12.000	F:min/b7
12.000	14.000	Bb:maj
14.000	15.000	G:min7
15.000	17.000	D:7
17.000	18.000	G:min
18.000	18.600	D:min
18.600	19.000	G:min7
19.000	20.000	G:min7/b7
20.000	21.000	G:min7/b7/5
21.000	22.000	G:min7/b7/4
22.000	23.000	G:min7/b7/3
23.000	27.000	C:maj
27.000	28.000	F:maj
28.000	29.000	A:min
29.000	30.000	D:min
30.000	31.000	G:min7
31.000	32.000	D:7
32.000	33.000	G:min7
33.000	34.000	D:min
34.000	35.000	G:min7/b7
35.000	36.000	G:min7/b7/5
36.000	37.000	G:min7/b7/4
37.000	38.000	G:min7/b7/3
38.000	40.000	C:maj
40.000	41.000	F:maj
41.000	42.000	A:min
42.000	43.000	D:min
43.000	45.000	G:min7
45.000	47.000	D:7
47.000	49.000	G:min7
49.000	51.000	D:7/5
51.000	53.000	G:min7/b7
53.000	55.000	G:min7/b7/5
55.000	56.000	G:min7/b7/4
56.000	57.000	G:min7/b7/3
57.000	59.000	C:maj
59.000	60.000	F:maj
60.000	62.000	F:min
62.000	64.000	G:min7
64.000	66.000	D:7
66.000	68.000	G:min7
68.000	70.000	D:7/5
70.000	72.000	G:min7/b7
72.000	74.000	G:min7/b7/5
74.000	76.000	G:min7/b7/4
76.000	78.000	G:min7/b7/3
78.000	80.000	C:maj
80.000	82.000	F:maj
82.000	84.000	F:min
84.000	86.000	G:min7
86.000	88.000	D:7
88.000	90.000	G:min7/b7
90.000	92.000	G:min7/b7/5
92.000	94.000	G:min7/b7/4
94.000	96.000	G:min7/b7/3
96.000	98.000	C:maj
98.000	100.000	F:maj
100.000	102.000	F:min
102.000	104.000	G:min7
104.000	106.000	D:7
106.000	108.000	G:min7/b7
108.000	110.000	D:7/5
110.000	112.000	G:min7/b7/5
112.000	114.000	G:min7/b7/4
114.000	116.000	G:min7/b7/3
116.000	118.000	C:maj
118.000	120.000	F:maj
120.000	122.000	F:min
122.000	124.000	G:min7
124.000	126.000	D:7
126.000	128.000	G:min7/b7
128.000	130.000	D:7/5
130.000	132.000	G:min7/b7/5
132.000	134.000	G:min7/b7/4
134.000	136.000	G:min7/b7/3
136.000	138.000	C:maj
138.000	140.000	F:maj
140.000	142.000	F:min
142.000	144.000	G:min7
144.000	146.000	D:7
